Identificador;Codigo de Lotacao;Registro a Vincular;Unidade Encontrada;Conta Vinculada
32776054;000087.000002.000004.000009.000000.000000;False;False;False
32774653;000087.000002.000004.000009.000000.000000;True;True;True
32779614;000087.000002.000004.000010.000000.000000;False;False;False
32774842;000091.000005.000001.000004.000000.000000;False;False;False
32778034;000088.000010.000003.000002.000000.000000;False;False;False
32771496;000097.000000.000000.000000.000000.000000;True;False;False
32771457;000097.000000.000000.000000.000000.000000;False;False;False
32771462;000097.000000.000000.000000.000000.000000;True;False;False
32460194;000037.000000.000000.000000.000000.000000;True;True;True
32460224;000097.000000.000000.000000.000000.000000;True;False;False
32779252;000097.000000.000002.000000.000000.000000;True;False;False
32771767;000097.000000.000002.000000.000000.000000;True;False;False
32774888;000097.000000.000003.000000.000000.000000;False;False;False
32460040;000097.000000.000003.000000.000000.000000;True;False;False
32776344;000097.000000.000003.000000.000000.000000;True;False;False
32776346;000097.000000.000003.000000.000000.000000;True;False;False
32460215;000097.000001.000000.000000.000000.000000;True;True;True
32460055;000097.000001.000000.000000.000000.000000;False;False;False
32460051;000097.000001.000000.000000.000000.000000;True;True;True
32460239;000097.000001.000000.000000.000000.000000;True;True;True
32460247;000097.000001.000000.000000.000000.000000;True;True;True
32460190;000097.000003.000000.000000.000000.000000;True;False;False
32460175;000097.000003.000000.000000.000000.000000;True;False;False
32460177;000097.000003.000000.000000.000000.000000;True;False;False
32460142;000097.000005.000001.000000.000000.000000;True;False;False
32460280;000097.000005.000001.000000.000000.000000;True;False;False
32460283;000097.000005.000001.000000.000000.000000;True;False;False
32776199;000085.000000.000000.000000.000000.000000;False;False;False
32460166;000086.000000.000000.000000.000000.000000;False;False;False
32460233;000086.000000.000000.000000.000000.000000;False;False;False
32460234;000086.000000.000000.000000.000000.000000;False;False;False
32463028;000086.000000.000000.000000.000000.000000;False;False;False
32464000;000086.000000.000000.000000.000000.000000;False;False;False
32464006;000086.000000.000000.000000.000000.000000;False;False;False
32464007;000086.000000.000000.000000.000000.000000;False;False;False
32464008;000086.000000.000000.000000.000000.000000;False;False;False
32464010;000086.000000.000000.000000.000000.000000;False;False;False
32467508;000086.000000.000000.000000.000000.000000;False;False;False
32467519;000086.000000.000000.000000.000000.000000;False;False;False
32771152;000086.000000.000000.000000.000000.000000;False;False;False
32771154;000086.000000.000000.000000.000000.000000;False;False;False
32771155;000086.000000.000000.000000.000000.000000;False;False;False
32771156;000086.000000.000000.000000.000000.000000;False;False;False
32771157;000086.000000.000000.000000.000000.000000;False;False;False
32771159;000086.000000.000000.000000.000000.000000;False;False;False
32774077;000086.000000.000000.000000.000000.000000;False;False;False
32774106;000086.000000.000000.000000.000000.000000;False;False;False
32774337;000086.000000.000000.000000.000000.000000;False;False;False
32774340;000086.000000.000000.000000.000000.000000;False;False;False
32774365;000086.000000.000000.000000.000000.000000;False;False;False
32774573;000086.000000.000000.000000.000000.000000;False;False;False
32774771;000086.000000.000000.000000.000000.000000;False;False;False
32776372;000086.000000.000000.000000.000000.000000;False;False;False
32776995;000086.000000.000000.000000.000000.000000;False;False;False
32777114;000086.000000.000000.000000.000000.000000;False;False;False
32777129;000086.000000.000000.000000.000000.000000;False;False;False
32777161;000086.000000.000000.000000.000000.000000;False;False;False
32777181;000086.000000.000000.000000.000000.000000;False;False;False
32777188;000086.000000.000000.000000.000000.000000;False;False;False
32777182;000086.000000.000000.000000.000000.000000;False;False;False
32777211;000086.000000.000000.000000.000000.000000;False;False;False
32777242;000086.000000.000000.000000.000000.000000;False;False;False
32777249;000086.000000.000000.000000.000000.000000;False;False;False
32777250;000086.000000.000000.000000.000000.000000;False;False;False
32777268;000086.000000.000000.000000.000000.000000;False;False;False
32777270;000086.000000.000000.000000.000000.000000;False;False;False
32777271;000086.000000.000000.000000.000000.000000;False;False;False
32777272;000086.000000.000000.000000.000000.000000;False;False;False
32777290;000086.000000.000000.000000.000000.000000;False;False;False
32776033;000086.000000.000000.000000.000000.000000;False;False;False
32776058;000086.000000.000000.000000.000000.000000;False;False;False
32776356;000086.000000.000000.000000.000000.000000;False;False;False
32777530;000086.000000.000000.000000.000000.000000;False;False;False
32777532;000086.000000.000000.000000.000000.000000;False;False;False
32777533;000086.000000.000000.000000.000000.000000;False;False;False
32777534;000086.000000.000000.000000.000000.000000;False;False;False
32777535;000086.000000.000000.000000.000000.000000;False;False;False
32777536;000086.000000.000000.000000.000000.000000;False;False;False
32777541;000086.000000.000000.000000.000000.000000;False;False;False
32777548;000086.000000.000000.000000.000000.000000;False;False;False
32777232;000086.000000.000000.000000.000000.000000;True;False;False
32777234;000086.000000.000000.000000.000000.000000;True;False;False
32777235;000086.000000.000000.000000.000000.000000;True;False;False
32777236;000086.000000.000000.000000.000000.000000;True;False;False
32777241;000086.000000.000000.000000.000000.000000;True;False;False
32777248;000086.000000.000000.000000.000000.000000;False;False;False
32777558;000086.000000.000000.000000.000000.000000;False;False;False
32777559;000086.000000.000000.000000.000000.000000;False;False;False
32777560;000086.000000.000000.000000.000000.000000;False;False;False
32777561;000086.000000.000000.000000.000000.000000;False;False;False
32777566;000086.000000.000000.000000.000000.000000;False;False;False
32777567;000086.000000.000000.000000.000000.000000;False;False;False
32777732;000086.000000.000000.000000.000000.000000;False;False;False
32777769;000086.000000.000000.000000.000000.000000;False;False;False
32777853;000086.000000.000000.000000.000000.000000;True;False;False
32778204;000086.000000.000000.000000.000000.000000;False;False;False
32778300;000086.000000.000000.000000.000000.000000;False;False;False
32778302;000086.000000.000000.000000.000000.000000;False;False;False
32778308;000086.000000.000000.000000.000000.000000;False;False;False
32778310;000086.000000.000000.000000.000000.000000;False;False;False
32778311;000086.000000.000000.000000.000000.000000;False;False;False
32778312;000086.000000.000000.000000.000000.000000;False;False;False
32778313;000086.000000.000000.000000.000000.000000;False;False;False
32778314;000086.000000.000000.000000.000000.000000;False;False;False
32778315;000086.000000.000000.000000.000000.000000;False;False;False
32778316;000086.000000.000000.000000.000000.000000;False;False;False
32778317;000086.000000.000000.000000.000000.000000;False;False;False
32778318;000086.000000.000000.000000.000000.000000;False;False;False
32778319;000086.000000.000000.000000.000000.000000;False;False;False
32778320;000086.000000.000000.000000.000000.000000;False;False;False
32778321;000086.000000.000000.000000.000000.000000;False;False;False
32778323;000086.000000.000000.000000.000000.000000;False;False;False
32778324;000086.000000.000000.000000.000000.000000;False;False;False
32778325;000086.000000.000000.000000.000000.000000;False;False;False
32778332;000086.000000.000000.000000.000000.000000;False;False;False
32778333;000086.000000.000000.000000.000000.000000;False;False;False
32778334;000086.000000.000000.000000.000000.000000;False;False;False
32778335;000086.000000.000000.000000.000000.000000;False;False;False
32778336;000086.000000.000000.000000.000000.000000;False;False;False
32778337;000086.000000.000000.000000.000000.000000;False;False;False
32778338;000086.000000.000000.000000.000000.000000;False;False;False
32778340;000086.000000.000000.000000.000000.000000;False;False;False
32778341;000086.000000.000000.000000.000000.000000;False;False;False
32778342;000086.000000.000000.000000.000000.000000;False;False;False
32778343;000086.000000.000000.000000.000000.000000;False;False;False
32778345;000086.000000.000000.000000.000000.000000;False;False;False
32778346;000086.000000.000000.000000.000000.000000;False;False;False
32778347;000086.000000.000000.000000.000000.000000;False;False;False
32778348;000086.000000.000000.000000.000000.000000;False;False;False
32778349;000086.000000.000000.000000.000000.000000;False;False;False
32778350;000086.000000.000000.000000.000000.000000;False;False;False
32778351;000086.000000.000000.000000.000000.000000;False;False;False
32778352;000086.000000.000000.000000.000000.000000;False;False;False
32778353;000086.000000.000000.000000.000000.000000;False;False;False
32778354;000086.000000.000000.000000.000000.000000;False;False;False
32778355;000086.000000.000000.000000.000000.000000;False;False;False
32778356;000086.000000.000000.000000.000000.000000;False;False;False
32778357;000086.000000.000000.000000.000000.000000;False;False;False
32778358;000086.000000.000000.000000.000000.000000;False;False;False
32778359;000086.000000.000000.000000.000000.000000;False;False;False
32778360;000086.000000.000000.000000.000000.000000;False;False;False
32774118;000048.000000.000000.000000.000000.000000;True;False;False
32774119;000048.000000.000000.000000.000000.000003;True;False;False
32774120;000048.000000.000000.000000.000000.000002;True;False;False
32774121;000048.000000.000000.000000.000000.000001;True;False;False
32774122;000048.000002.000000.000000.000000.000000;True;False;False
32774123;000048.000002.000001.000000.000000.000000;False;False;False
32774124;000048.000002.000001.000001.000000.000000;True;False;False
32774125;000048.000002.000001.000002.000000.000000;False;False;False
32774126;000048.000002.000002.000000.000000.000000;True;False;False
32774127;000048.000002.000002.000002.000000.000000;True;False;False
32774128;000048.000002.000002.000001.000000.000000;False;False;False
32774129;000048.000001.000000.000000.000000.000000;True;False;False
32774130;000048.000001.000002.000000.000000.000000;True;False;False
32774131;000092.000000.000015.000001.000003.000000;False;False;False
32774132;000048.000001.000002.000001.000000.000000;True;False;False
32774133;000048.000001.000002.000002.000000.000000;False;False;False
32774134;000048.000001.000001.000000.000000.000000;True;False;False
32774135;000048.000001.000001.000001.000000.000000;True;False;False
32774136;000048.000001.000001.000002.000000.000000;False;False;False
32774137;000048.000001.000001.000003.000000.000000;True;False;False
32774138;000048.000001.000003.000000.000000.000000;False;False;False
32774139;000048.000001.000003.000003.000000.000000;False;False;False
32774140;000048.000001.000003.000001.000000.000000;False;False;False
32774141;000048.000001.000003.000002.000000.000000;False;False;False
32774142;000048.000003.000000.000000.000000.000000;True;False;False
32774143;000048.000003.000003.000000.000000.000000;False;False;False
32774144;000048.000003.000003.000001.000000.000000;False;False;False
32774145;000048.000003.000003.000002.000000.000000;False;False;False
32774146;000048.000003.000001.000000.000000.000000;False;False;False
32774147;000048.000003.000001.000003.000000.000000;False;False;False
32774148;000048.000003.000001.000002.000000.000000;False;False;False
32774149;000048.000003.000001.000004.000000.000000;True;False;False
32774150;000048.000003.000001.000001.000000.000000;False;False;False
32774151;000048.000003.000002.000000.000000.000000;False;False;False
32774152;000048.000003.000002.000002.000000.000000;False;False;False
32774153;000048.000003.000002.000001.000000.000000;False;False;False
32774154;000048.000003.000002.000003.000000.000000;False;False;False
32774630;000059.000000.000000.000000.000000.000000;False;False;False
32460226;000059.000001.000001.000000.000000.000000;False;False;False
32460312;000059.000001.000000.000000.000000.000000;False;False;False
32460338;000059.000000.000000.000000.000000.000008;False;False;False
32460317;000059.000001.000003.000000.000000.000000;False;False;False
32460094;000059.000000.000001.000002.000000.000000;False;False;False
32460321;000059.000000.000001.000003.000000.000000;False;False;False
32460144;000059.000001.000005.000000.000000.000000;False;False;False
32774640;000059.000001.000004.000004.000000.000000;False;False;False
32460341;000059.000001.000004.000001.000000.000000;False;False;False
32460346;000059.000001.000004.000001.000000.000000;False;False;False
32460348;000059.000001.000003.000000.000000.000000;False;False;False
32776318;000059.000001.000003.000001.000000.000000;False;False;False
32774607;000059.000001.000003.000002.000000.000000;False;False;False
60028;000041.000002.000001.000001.000000.000000;False;False;False
60029;000041.000002.000001.000001.000000.000000;False;False;False
60063;000041.000002.000001.000001.000000.000000;False;False;False
71743;000041.000002.000001.000001.000000.000000;False;False;False
60098;000041.000002.000001.000001.000000.000000;False;False;False
60084;000041.000002.000001.000001.000000.000000;False;False;False
60148;000041.000002.000001.000001.000000.000000;False;False;False
60060;000041.000002.000001.000001.000000.000000;False;False;False
60096;000041.000002.000001.000001.000000.000000;False;False;False
60064;000041.000002.000001.000001.000000.000000;False;False;False
60034;000041.000002.000001.000001.000000.000000;False;False;False
60026;000041.000002.000001.000001.000000.000000;False;False;False
60030;000041.000002.000001.000001.000000.000000;True;False;False
60027;000041.000002.000001.000001.000000.000000;False;False;False
60066;000041.000002.000001.000001.000000.000000;False;False;False
74398;000041.000002.000001.000001.000000.000000;False;False;False
74435;000041.000002.000001.000001.000000.000000;False;False;False
71629;000041.000002.000001.000001.000000.000000;False;False;False
71630;000041.000002.000001.000001.000000.000000;False;False;False
71779;000041.000002.000001.000001.000000.000000;False;False;False
79236;000041.000002.000001.000001.000000.000000;False;False;False
71463;000041.000002.000001.000001.000000.000000;False;False;False
71610;000041.000002.000001.000001.000000.000000;False;False;False
76375;000041.000002.000001.000001.000000.000000;False;False;False
77158;000041.000002.000001.000005.000000.000000;True;False;False
77157;000041.000002.000001.000005.000000.000000;True;False;False
76922;000041.000002.000001.000005.000000.000000;False;False;False
74598;000041.000002.000001.000005.000000.000000;False;False;False
76927;000041.000002.000001.000005.000000.000000;False;False;False
78930;000041.000002.000002.000001.000000.000000;True;False;False
79835;000041.000002.000002.000001.000000.000000;True;False;False
76900;000041.000002.000001.000005.000001.000000;False;False;False
71396;000041.000002.000001.000004.000000.000000;True;True;True
78932;000041.000002.000001.000004.000000.000000;False;False;False
32779176;000092.000000.000016.000004.000016.000000;False;False;False
32771515;000092.000000.000016.000004.000008.000000;False;False;False
32771531;000092.000000.000016.000004.000009.000000;False;False;False
32771519;000092.000000.000016.000004.000011.000000;False;False;False
32774666;000092.000000.000019.000000.000000.000000;False;False;False
32778651;000092.000000.000016.000002.000001.000000;False;False;False
32775359;000092.000000.000016.000004.000012.000000;False;False;False
32775250;000092.000000.000016.000004.000006.000000;False;False;False
32771181;000092.000000.000015.000001.000005.000000;False;False;False
32775217;000092.000000.000020.000002.000000.000000;False;False;False
32778573;000092.000000.000015.000001.000007.000000;False;False;False
32774697;000092.000000.000013.000002.000004.000000;False;False;False
32776325;000092.000000.000013.000002.000001.000000;False;False;False
32774644;000092.000000.000016.000001.000001.000000;False;False;False
32775618;000092.000000.000016.000004.000001.000000;False;False;False
32774699;000092.000000.000013.000002.000005.000000;False;False;False
32775648;000092.000000.000016.000004.000015.000000;False;False;False
32776077;000092.000000.000016.000004.000002.000000;False;False;False
32778394;000092.000000.000016.000004.000010.000000;False;False;False
32460334;000092.000000.000016.000004.000017.000000;False;False;False
32777416;000092.000000.000016.000004.000004.000000;False;False;False
32776651;000092.000000.000016.000004.000013.000000;False;False;False
32775498;000092.000000.000016.000004.000005.000000;False;False;False
32779625;000092.000000.000016.000004.000014.000000;False;False;False
32777993;000092.000000.000015.000001.000009.000000;False;False;False
32777443;000092.000000.000015.000001.000008.000000;False;False;False
32774658;000092.000000.000013.000002.000003.000000;False;False;False
32777420;000092.000000.000016.000003.000001.000000;False;False;False
32779292;000092.000000.000016.000004.000003.000000;False;False;False
32777946;000092.000000.000015.000001.000006.000000;False;False;False
32775533;000092.000000.000016.000004.000007.000000;False;False;False
32774014;000092.000000.000016.000003.000002.000000;False;False;False
32774625;000092.000000.000000.000000.000000.000000;False;False;False
32777014;000037.000002.000012.000000.000000.000000;False;False;False
-;000037.000003.000004.000002.000000.000000;False;False;False
32460123;000037.000000.000000.000000.000000.000000;True;True;True
32460607;000037.000000.000000.000000.000000.000000;True;True;True
32460124;000037.000000.000000.000000.000000.000000;True;True;True
32469233;000037.000000.000000.000000.000000.000000;False;False;False
32461905;000037.000000.000000.000000.000000.000000;False;False;False
32460551;000037.000000.000000.000000.000000.000000;True;True;True
32460566;000037.000000.000000.000000.000000.000000;True;True;True
32469878;000037.000000.000000.000000.000000.000000;False;False;False
32461029;000037.000000.000000.000000.000000.000000;True;True;True
32461028;000037.000000.000000.000000.000000.000000;True;True;True
32460620;000037.000000.000000.000000.000000.000000;True;True;True
32460612;000037.000000.000000.000000.000000.000000;True;True;True
32460376;000037.000000.000000.000000.000000.000000;True;True;True
32460630;000037.000000.000000.000000.000000.000000;True;True;True
32460232;000037.000000.000000.000000.000000.000000;True;True;True
32460625;000037.000000.000000.000000.000000.000000;True;True;True
32460631;000037.000000.000000.000000.000000.000000;True;True;True
32460617;000037.000000.000000.000000.000000.000000;True;True;True
32460601;000037.000000.000000.000000.000000.000000;True;True;True
32464987;000037.000000.000000.000000.000000.000000;False;False;False
32469235;000037.000000.000000.000000.000000.000000;False;False;False
32460231;000037.000000.000000.000000.000000.000000;True;True;True
32460109;000037.000000.000000.000000.000000.000000;True;True;True
32460605;000037.000000.000000.000000.000000.000000;True;True;True
32460090;000037.000000.000000.000000.000000.000000;True;True;True
32460603;000037.000000.000000.000000.000000.000000;True;True;True
32460505;000037.000000.000000.000000.000000.000000;True;True;True
32460602;000037.000000.000000.000000.000000.000000;True;True;True
32460629;000037.000000.000000.000000.000000.000000;True;True;True
32460619;000037.000000.000000.000000.000000.000000;True;True;True
32460002;000037.000000.000000.000000.000000.000000;True;True;True
32460618;000037.000000.000000.000000.000000.000000;True;True;True
32460609;000037.000000.000000.000000.000000.000000;True;True;True
32460558;000037.000000.000000.000000.000000.000000;True;True;True
32460371;000037.000000.000000.000000.000000.000000;True;True;True
32460642;000037.000000.000000.000000.000000.000000;True;True;True
32460641;000037.000000.000000.000000.000000.000000;True;True;True
32460638;000037.000000.000000.000000.000000.000000;True;True;True
32460604;000037.000000.000000.000000.000000.000000;True;True;True
32460634;000037.000000.000000.000000.000000.000000;True;True;True
32460627;000037.000000.000000.000000.000000.000000;True;True;True
32460637;000037.000000.000000.000000.000000.000000;True;True;True
32460628;000037.000000.000000.000000.000000.000000;True;True;True
32460624;000037.000000.000000.000000.000000.000000;True;True;True
32460626;000037.000000.000000.000000.000000.000000;True;True;True
32460644;000037.000000.000000.000000.000000.000000;True;True;True
32465092;000037.000000.000000.000000.000000.000000;False;False;False
32465121;000037.000000.000000.000000.000000.000000;False;False;False
32461744;000037.000000.000000.000000.000000.000000;False;False;False
32460119;000037.000000.000000.000000.000000.000000;True;True;True
32469868;000037.000000.000000.000000.000000.000000;False;False;False
32466584;000037.000000.000000.000000.000000.000000;False;False;False
32460193;000037.000000.000000.000000.000000.000000;True;True;True
32460112;000037.000000.000000.000000.000000.000000;True;True;True
32460192;000037.000000.000000.000000.000000.000000;True;True;True
32460104;000037.000000.000000.000000.000000.000000;True;True;True
32460120;000037.000000.000000.000000.000000.000000;True;True;True
32460110;000037.000000.000000.000000.000000.000000;True;True;True
32460117;000037.000000.000000.000000.000000.000000;True;True;True
32460122;000037.000000.000000.000000.000000.000000;True;True;True
32460088;000037.000000.000000.000000.000000.000000;True;True;True
32460087;000037.000000.000000.000000.000000.000000;True;True;True
32460089;000037.000000.000000.000000.000000.000000;True;True;True
32466333;000037.000000.000000.000000.000000.000000;False;False;False
32460199;000037.000000.000000.000000.000000.000000;True;True;True
32460116;000037.000000.000000.000000.000000.000000;True;True;True
32460108;000037.000000.000000.000000.000000.000000;True;True;True
32460118;000037.000000.000000.000000.000000.000000;True;True;True
32467611;000037.000000.000000.000000.000000.000000;False;False;False
32460020;000037.000000.000000.000000.000000.000000;True;True;True
32460003;000037.000000.000000.000000.000000.000000;True;True;True
32460021;000037.000000.000000.000000.000000.000000;True;True;True
32460018;000037.000000.000000.000000.000000.000000;True;True;True
32460074;000037.000000.000000.000000.000000.000000;True;True;True
32460025;000037.000000.000000.000000.000000.000000;True;True;True
32460022;000037.000000.000000.000000.000000.000000;True;True;True
32460023;000037.000000.000000.000000.000000.000000;True;True;True
32460017;000037.000000.000000.000000.000000.000000;True;True;True
32460016;000037.000000.000000.000000.000000.000000;True;True;True
32460024;000037.000000.000000.000000.000000.000000;True;True;True
32460149;000037.000000.000000.000000.000000.000000;True;True;True
32779789;000040.000000.000000.000000.000000.000000;False;False;False
32775755;000035.000004.000001.000000.000000.000000;True;False;False
32775299;000035.000004.000006.000003.000000.000000;False;False;False
32775628;000035.000004.000004.000002.000000.000000;True;False;False
32776670;000035.000004.000004.000004.000000.000000;True;False;False
32776672;000035.000004.000004.000004.000000.000000;True;False;False
32776659;000035.000004.000004.000004.000000.000000;True;False;False
32779496;000035.000004.000004.000004.000000.000000;True;False;False
32777475;000035.000004.000004.000004.000000.000000;True;False;False
32779493;000035.000004.000004.000004.000000.000000;True;False;False
32778540;000035.000004.000004.000005.000000.000000;False;False;False
32778541;000035.000004.000004.000005.000000.000000;True;False;False
32778476;000035.000004.000004.000005.000000.000000;True;False;False
32778412;000035.000004.000004.000005.000000.000000;True;False;False
32779827;000035.000004.000004.000005.000000.000000;True;False;False
32778538;000035.000004.000004.000008.000000.000000;False;False;False
32775996;000035.000004.000004.000001.000000.000000;False;False;False
32771385;000035.000004.000004.000001.000000.000000;False;False;False
32775969;000035.000004.000004.000001.000000.000000;False;False;False
32775808;000035.000004.000004.000001.000000.000000;False;False;False
32775802;000035.000004.000004.000001.000000.000000;False;False;False
32462016;000035.000004.000004.000001.000000.000000;True;False;False
32775805;000035.000004.000004.000001.000000.000000;False;False;False
32462018;000035.000004.000004.000001.000000.000000;False;False;False
32773627;000035.000004.000004.000001.000000.000000;False;False;False
32779202;000035.000004.000004.000006.000000.000000;True;False;False
31 989730015;000035.000004.000004.000007.000000.000000;False;False;False
32774320;000035.000004.000004.000009.000000.000000;False;False;False
32778708;000035.000003.000000.000000.000000.000000;True;False;False
32778703;000035.000003.000000.000000.000000.000000;True;False;False
32778864;000035.000003.000000.000000.000000.000000;True;False;False
32778800;000035.000003.000000.000000.000000.000000;True;False;False
32778570;000035.000003.000000.000000.000000.000000;True;False;False
32778806;000035.000003.000000.000000.000000.000000;True;False;False
32778688;000035.000003.000000.000000.000000.000000;True;False;False
32778689;000035.000003.000000.000000.000000.000000;True;False;False
32778713;000035.000003.000000.000000.000000.000000;True;False;False
32461624;000035.000003.000000.000000.000000.000000;True;False;False
32778571;000035.000003.000000.000000.000000.000000;True;False;False
32466519;000035.000003.000000.000000.000000.000000;True;False;False
32778755;000035.000003.000000.000000.000000.000000;True;False;False
32778579;000035.000003.000000.000000.000000.000000;True;False;False
32778833;000035.000003.000000.000000.000000.000000;False;False;False
32778691;000035.000003.000000.000000.000000.000000;True;False;False
32778865;000035.000003.000000.000000.000000.000000;True;False;False
32778685;000035.000003.000000.000000.000000.000000;True;False;False
32900020;000035.000003.000000.000000.000000.000000;False;False;False
32778055;000088.000000.000000.000000.000000.000006;False;False;False
32778077;000088.000000.000000.000000.000000.000005;False;False;False
32775046;000088.000000.000001.000000.000000.000000;False;False;False
32775337;000088.000000.000002.000000.000000.000000;False;False;False
32778083;000088.000018.000000.000001.000000.000000;False;False;False
32778036;000088.000000.000002.000001.000000.000000;False;False;False
32778112;000088.000012.000006.000001.000000.000000;False;False;False
32778067;000088.000017.000002.000000.000000.000000;False;False;False
32778155;000088.000017.000002.000001.000000.000000;False;False;False
32771183;000088.000017.000002.000002.000000.000000;False;False;False
32778079;000088.000017.000003.000000.000000.000000;False;False;False
32778125;000088.000017.000003.000002.000000.000000;False;False;False
32778062;000088.000017.000001.000000.000000.000000;False;False;False
32778030;000088.000017.000001.000001.000000.000000;False;False;False
32778007;000088.000017.000001.000002.000000.000000;False;False;False
32778081;000088.000014.000000.000000.000000.000000;False;False;False
32778061;000088.000014.000006.000000.000000.000000;False;False;False
32778092;000088.000014.000006.000001.000000.000000;False;False;False
32778080;000088.000014.000006.000002.000000.000000;False;False;False
32778085;000088.000014.000007.000000.000000.000000;False;False;False
32778018;000088.000014.000007.000002.000000.000000;False;False;False
32775221;000088.000014.000007.000001.000000.000000;False;False;False
32775291;000088.000014.000005.000000.000000.000000;False;False;False
32778093;000088.000014.000005.000001.000000.000000;False;False;False
32778118;000088.000014.000005.000002.000000.000000;False;False;False
32778097;000088.000014.000001.000000.000000.000000;False;False;False
32778006;000088.000014.000001.000005.000000.000000;False;False;False
32778190;000088.000011.000000.000000.000000.000000;False;False;False
32778014;000088.000011.000001.000000.000000.000000;False;False;False
32778148;000088.000011.000001.000003.000000.000000;False;False;False
32778186;000088.000011.000001.000004.000000.000000;False;False;False
32778003;000088.000011.000002.000000.000000.000000;False;False;False
32778105;000088.000011.000002.000001.000000.000000;False;False;False
32778149;000088.000011.000004.000002.000000.000000;False;False;False
"32778099 
32778089";000088.000011.000004.000001.000000.000000;False;False;False
32778021;000088.000010.000000.000000.000000.000000;False;False;False
32775170;000088.000010.000003.000000.000000.000000;False;False;False
32778152;000088.000010.000003.000003.000000.000000;False;False;False
32778041;000088.000010.000003.000001.000000.000000;False;False;False
32778025;000088.000010.000007.000000.000000.000000;False;False;False
32778027;000088.000010.000007.000002.000000.000000;False;False;False
32775383;000088.000010.000007.000001.000000.000000;False;False;False
32775393;000088.000010.000007.000003.000000.000000;False;False;False
32778040;000088.000010.000004.000000.000000.000000;False;False;False
32778026;000088.000010.000004.000001.000000.000000;False;False;False
32778010;000088.000010.000004.000003.000000.000000;False;False;False
32778103;000088.000010.000004.000007.000000.000000;False;False;False
32775147;000088.000010.000004.000007.000000.000000;False;False;False
32775173;000088.000010.000004.000006.000000.000000;False;False;False
32778128;000088.000012.000000.000000.000000.000000;False;False;False
32778261;000088.000012.000006.000000.000000.000000;False;False;False
32778057;000088.000012.000006.000003.000000.000000;False;False;False
32778023;000088.000012.000006.000005.000000.000000;False;False;False
32778076;000088.000012.000006.000002.000000.000000;False;False;False
32778107;000088.000012.000006.000004.000000.000000;False;False;False
